customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00183,Male,0,Yes,No,34,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,70.6,2415.83,No
C00184,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,101.55,4087.74,No
C00185,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),93.48,2420.17,No
C00186,Male,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),80.86,398.12,No
C00187,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.18,3299.18,No
C00188,Male,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,75.65,2193.93,No
C00189,Male,1,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,97.18,2238.18,No
C00190,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,48.16,1188.92,No
C00191,Female,1,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.81,840.09,No
C00192,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.14,4720.67,No
C00193,Female,1,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.34,1078.98,No
C00194,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.26,8224.78,No
C00195,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,105.73,411.9,No
C00196,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.23,1669.85,Yes
C00197,Male,1,No,No,55,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),75.18,4140.93,No
C00198,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.24,256.01,Yes
C00199,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,105.86,413.42,Yes
C00200,Female,0,Yes,Yes,17,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),58.47,1001.42,Yes
C00201,Male,1,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.51,2281.46,No
C00202,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,105.93,2215.39,Yes
C00203,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.83,3883.62,Yes
C00204,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.77,461.95,No
C00205,Male,1,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,98.81,1486.34,Yes
C00206,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),110.83,5435.91,No
C00207,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),114.11,4785.96,No
C00208,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,84.5,1525.54,Yes
C00209,Male,1,Yes,No,34,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,78.95,2698.83,No
C00210,Female,1,No,No,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.83,1915.94,No
C00211,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),104.05,3017.56,No
C00212,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,100.58,3822.62,No
C00213,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.62,2724.04,No
C00214,Male,1,No,No,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,70.84,5115.36,No
C00215,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.87,540.55,Yes
C00216,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,106.81,2675.3,No
C00217,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),98.1,978.4,Yes
C00218,Male,0,Yes,Yes,40,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),84.05,3349.54,No
C00219,Male,0,No,No,26,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),62.87,1642.92,No
C00220,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,83.55,5185.67,No
C00221,Male,1,No,Yes,30,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,66.61,1992.39,Yes
C00222,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),74.96,5394.55,No
C00223,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),88.43,6378.68,No
C00224,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,108.28,7792.11,No
C00225,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.84,79.69,No
C00226,Male,1,Yes,Yes,37,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),83.85,3091.13,No
C00227,Female,0,No,No,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,72.45,1672.03,No
C00228,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.23,2851.48,Yes
C00229,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.77,5032.84,No
C00230,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,81.31,1949.07,No
C00231,Male,0,Yes,No,32,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.37,1861.58,Yes
C00232,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,80.28,2635.6,No
C00233,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.83,116.28,No
C00234,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.13,721.04,No
C00235,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.94,2272.63,No
C00236,Female,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,74.12,209.23,Yes
C00237,Female,1,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,107.94,4952.78,Yes
C00238,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),106.98,1496.15,Yes
C00239,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,110.21,2422.29,Yes
C00240,Female,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.41,4078.28,No
C00241,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,73.76,830.69,No
C00242,Female,0,No,Yes,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.08,1867.4,Yes
C00243,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.52,555.31,Yes
C00244,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.92,1522.36,No
C00245,Female,0,No,Yes,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.31,1272.01,No
C00246,Male,0,No,No,8,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,82.49,666.99,No
C00247,Female,0,No,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.57,2467.73,No
C00248,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,72.45,362.47,Yes
C00249,Female,1,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.93,2040.71,Yes
C00250,Male,1,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),104.32,1455.58,No
C00251,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.05,3979.79,No
C00252,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.85,4092.79,Yes
C00253,Male,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,65.36,1099.38,Yes
C00254,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,104.13,7500.53,No
C00255,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),90.3,5709.21,No
C00256,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.33,579.06,Yes
C00257,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,93.19,6726.57,No
C00258,Male,1,No,No,50,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),49.68,2465.91,No
C00259,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.38,1654.56,No
C00260,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),102.02,4076.65,No
C00261,Female,1,No,Yes,9,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.56,627.54,No
C00262,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.11,3277.05,No
C00263,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,102.82,415.53,No
C00264,Female,1,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,46.23,1857.46,Yes
C00265,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.36,6807.76,No
C00266,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,100.36,1288.7,No
C00267,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,90.16,4768.7,No
C00268,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),98.41,3242.68,No
C00269,Female,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,88.35,4870.48,No
C00270,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,95.44,5904.36,No
C00271,Male,0,No,Yes,72,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.47,5728.31,No
C00272,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.34,5293.05,No
C00273,Male,0,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.48,96.81,No
C00274,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),75.43,982.92,No
C00275,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.84,1662.65,No
C00276,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,82.77,5118.23,No
C00277,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,100.15,1102.02,No
C00278,Female,0,Yes,No,50,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,75.74,3777.81,No
C00279,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.32,3056.14,No
C00280,Male,0,No,No,61,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.32,4664.46,No
C00281,Male,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,882.17,No
C00282,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.47,1110.82,No
C00283,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,69.43,1949.53,Yes
C00284,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,72.92,5242.96,No
C00285,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),85.23,1678.11,No
C00286,Female,0,No,No,13,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),78.0,1003.86,No
C00287,Male,1,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,81.53,566.04,No
C00288,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.33,5220.78,No
C00289,Female,0,No,Yes,42,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,66.93,2823.68,No
C00290,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.63,3382.94,Yes
C00291,Female,0,No,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.52,4267.09,No
C00292,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),100.63,5534.67,No
C00293,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),44.98,1112.82,Yes
C00294,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),92.45,4159.83,No
C00295,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,79.08,1886.49,No
C00296,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.09,3408.52,Yes
C00297,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,97.32,7007.1,No
C00298,Male,1,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.45,5258.79,No
C00299,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),116.95,8401.15,No
C00300,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.45,823.33,No
C00301,Male,0,No,No,16,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.34,1352.98,Yes
C00302,Female,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,4359.36,Yes
C00303,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),76.72,1530.62,No
C00304,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.14,2069.59,No
C00305,Female,0,No,No,36,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.12,3109.49,No
C00306,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,74.15,959.23,No
C00307,Male,1,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.17,1497.36,No
C00308,Female,0,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,51.83,720.34,No
C00309,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.66,5294.96,No
C00310,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,63.04,1636.67,No
C00311,Female,0,No,No,16,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.16,1007.84,No
C00312,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.34,2877.72,No
C00313,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.53,3831.05,Yes
C00314,Male,0,Yes,No,19,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,78.58,1498.96,No
C00315,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.14,749.2,No
C00316,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,100.41,512.49,Yes
C00317,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),119.43,6816.92,No
C00318,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.96,7275.69,No
C00319,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),84.62,5342.75,No
C00320,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,83.61,1262.88,No
C00321,Male,0,No,No,42,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,3972.87,No
C00322,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),93.84,3495.72,Yes
C00323,Female,1,No,No,7,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.2,547.74,Yes
C00324,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.65,1607.93,No
C00325,Female,0,No,No,40,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.98,3116.08,No
C00326,Male,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.18,79.17,No
C00327,Male,0,No,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),83.96,929.67,No
C00328,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,76.11,3964.7,No
C00329,Male,0,No,Yes,15,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.26,1194.97,Yes
C00330,Female,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),66.07,454.72,No
C00331,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.57,2466.92,No
C00332,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.59,972.8,Yes
C00333,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),102.25,5434.01,No
C00334,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,111.75,8044.54,No
C00335,Male,0,Yes,No,11,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.79,991.22,Yes
C00336,Female,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.11,491.48,No
